sno,observationdate,provincestate,countryregion,lastupdate,confirmed,deaths,recovered
1,22/01/2020,Anhui,Mainland China,22/01/2020,1.0,0.0,0.0
2,22/01/2020,Beijing,Mainland China,22/01/2020,14.0,0.0,0.0
3,22/01/2020,Chongqing,Mainland China,22/01/2020,6.0,0.0,0.0
4,22/01/2020,Fujian,Mainland China,22/01/2020,1.0,0.0,0.0
5,22/01/2020,Gansu,Mainland China,22/01/2020,0.0,0.0,0.0
6,22/01/2020,Guangdong,Mainland China,22/01/2020,26.0,0.0,0.0
7,22/01/2020,Guangxi,Mainland China,22/01/2020,2.0,0.0,0.0
8,22/01/2020,Guizhou,Mainland China,22/01/2020,1.0,0.0,0.0
9,22/01/2020,Hainan,Mainland China,22/01/2020,4.0,0.0,0.0
10,22/01/2020,Hebei,Mainland China,22/01/2020,1.0,0.0,0.0
11,22/01/2020,Heilongjiang,Mainland China,22/01/2020,0.0,0.0,0.0
12,22/01/2020,Henan,Mainland China,22/01/2020,5.0,0.0,0.0
13,22/01/2020,Hong Kong,Hong Kong,22/01/2020,0.0,0.0,0.0
14,22/01/2020,Hubei,Mainland China,22/01/2020,444.0,17.0,28.0
15,22/01/2020,Hunan,Mainland China,22/01/2020,4.0,0.0,0.0
16,22/01/2020,Inner Mongolia,Mainland China,22/01/2020,0.0,0.0,0.0
17,22/01/2020,Jiangsu,Mainland China,22/01/2020,1.0,0.0,0.0
18,22/01/2020,Jiangxi,Mainland China,22/01/2020,2.0,0.0,0.0
19,22/01/2020,Jilin,Mainland China,22/01/2020,0.0,0.0,0.0
20,22/01/2020,Liaoning,Mainland China,22/01/2020,2.0,0.0,0.0
21,22/01/2020,Macau,Macau,22/01/2020,1.0,0.0,0.0
22,22/01/2020,Ningxia,Mainland China,22/01/2020,1.0,0.0,0.0
23,22/01/2020,Qinghai,Mainland China,22/01/2020,0.0,0.0,0.0
24,22/01/2020,Shaanxi,Mainland China,22/01/2020,0.0,0.0,0.0
25,22/01/2020,Shandong,Mainland China,22/01/2020,2.0,0.0,0.0
26,22/01/2020,Shanghai,Mainland China,22/01/2020,9.0,0.0,0.0
27,22/01/2020,Shanxi,Mainland China,22/01/2020,1.0,0.0,0.0
28,22/01/2020,Sichuan,Mainland China,22/01/2020,5.0,0.0,0.0
29,22/01/2020,Taiwan,Taiwan,22/01/2020,1.0,0.0,0.0
30,22/01/2020,Tianjin,Mainland China,22/01/2020,4.0,0.0,0.0
31,22/01/2020,Tibet,Mainland China,22/01/2020,0.0,0.0,0.0
32,22/01/2020,Washington,US,22/01/2020,1.0,0.0,0.0
33,22/01/2020,Xinjiang,Mainland China,22/01/2020,0.0,0.0,0.0
34,22/01/2020,Yunnan,Mainland China,22/01/2020,1.0,0.0,0.0
35,22/01/2020,Zhejiang,Mainland China,22/01/2020,10.0,0.0,0.0
36,22/01/2020,,Japan,22/01/2020,2.0,0.0,0.0
37,22/01/2020,,Thailand,22/01/2020,2.0,0.0,0.0
38,22/01/2020,,South Korea,22/01/2020,1.0,0.0,0.0
39,23/01/2020,Anhui,Mainland China,23/01/2020,9.0,0.0,0.0
40,23/01/2020,Beijing,Mainland China,23/01/2020,22.0,0.0,0.0
41,23/01/2020,Chongqing,Mainland China,23/01/2020,9.0,0.0,0.0
42,23/01/2020,Fujian,Mainland China,23/01/2020,5.0,0.0,0.0
43,23/01/2020,Gansu,Mainland China,23/01/2020,2.0,0.0,0.0
44,23/01/2020,Guangdong,Mainland China,23/01/2020,32.0,0.0,2.0
45,23/01/2020,Guangxi,Mainland China,23/01/2020,5.0,0.0,0.0
46,23/01/2020,Guizhou,Mainland China,23/01/2020,3.0,0.0,0.0
47,23/01/2020,Hainan,Mainland China,23/01/2020,5.0,0.0,0.0
48,23/01/2020,Hebei,Mainland China,23/01/2020,1.0,1.0,0.0
49,23/01/2020,Heilongjiang,Mainland China,23/01/2020,2.0,0.0,0.0
50,23/01/2020,Henan,Mainland China,23/01/2020,5.0,0.0,0.0
51,23/01/2020,Hong Kong,Hong Kong,23/01/2020,2.0,0.0,0.0
52,23/01/2020,Hubei,Mainland China,23/01/2020,444.0,17.0,28.0
53,23/01/2020,Hunan,Mainland China,23/01/2020,9.0,0.0,0.0
54,23/01/2020,Inner Mongolia,Mainland China,23/01/2020,0.0,0.0,0.0
55,23/01/2020,Jiangsu,Mainland China,23/01/2020,5.0,0.0,0.0
56,23/01/2020,Jiangxi,Mainland China,23/01/2020,7.0,0.0,0.0
57,23/01/2020,Jilin,Mainland China,23/01/2020,1.0,0.0,0.0
58,23/01/2020,Liaoning,Mainland China,23/01/2020,3.0,0.0,0.0
59,23/01/2020,Macau,Macau,23/01/2020,2.0,0.0,0.0
60,23/01/2020,Ningxia,Mainland China,23/01/2020,1.0,0.0,0.0
61,23/01/2020,Qinghai,Mainland China,23/01/2020,0.0,0.0,0.0
62,23/01/2020,Shaanxi,Mainland China,23/01/2020,3.0,0.0,0.0
63,23/01/2020,Shandong,Mainland China,23/01/2020,6.0,0.0,0.0
64,23/01/2020,Shanghai,Mainland China,23/01/2020,16.0,0.0,0.0
65,23/01/2020,Shanxi,Mainland China,23/01/2020,1.0,0.0,0.0
66,23/01/2020,Sichuan,Mainland China,23/01/2020,8.0,0.0,0.0
67,23/01/2020,Taiwan,Taiwan,23/01/2020,1.0,0.0,0.0
68,23/01/2020,Tianjin,Mainland China,23/01/2020,4.0,0.0,0.0
69,23/01/2020,Tibet,Mainland China,23/01/2020,0.0,0.0,0.0
70,23/01/2020,Washington,US,23/01/2020,1.0,0.0,0.0
71,23/01/2020,Xinjiang,Mainland China,23/01/2020,2.0,0.0,0.0
72,23/01/2020,Yunnan,Mainland China,23/01/2020,2.0,0.0,0.0
73,23/01/2020,Zhejiang,Mainland China,23/01/2020,27.0,0.0,0.0
74,23/01/2020,,Japan,23/01/2020,1.0,0.0,0.0
75,23/01/2020,,Thailand,23/01/2020,3.0,0.0,0.0
76,23/01/2020,,South Korea,23/01/2020,1.0,0.0,0.0
77,23/01/2020,,Singapore,23/01/2020,1.0,0.0,0.0
78,23/01/2020,,Philippines,23/01/2020,0.0,0.0,0.0
79,23/01/2020,,Malaysia,23/01/2020,0.0,0.0,0.0
80,23/01/2020,,Vietnam,23/01/2020,2.0,0.0,0.0
81,23/01/2020,,Australia,23/01/2020,0.0,0.0,0.0
82,23/01/2020,,Mexico,23/01/2020,0.0,0.0,0.0
83,23/01/2020,,Brazil,23/01/2020,0.0,0.0,0.0
84,23/01/2020,,Colombia,23/01/2020,0.0,0.0,0.0
85,24/01/2020,Hubei,Mainland China,24/01/2020,549.0,24.0,31.0
86,24/01/2020,Guangdong,Mainland China,24/01/2020,53.0,0.0,2.0
87,24/01/2020,Zhejiang,Mainland China,24/01/2020,43.0,0.0,1.0
88,24/01/2020,Beijing,Mainland China,24/01/2020,36.0,0.0,1.0
89,24/01/2020,Chongqing,Mainland China,24/01/2020,27.0,0.0,0.0
90,24/01/2020,Hunan,Mainland China,24/01/2020,24.0,0.0,0.0
91,24/01/2020,Guangxi,Mainland China,24/01/2020,23.0,0.0,0.0
92,24/01/2020,Shanghai,Mainland China,24/01/2020,20.0,0.0,1.0
93,24/01/2020,Jiangxi,Mainland China,24/01/2020,18.0,0.0,0.0
94,24/01/2020,Sichuan,Mainland China,24/01/2020,15.0,0.0,0.0
95,24/01/2020,Shandong,Mainland China,24/01/2020,15.0,0.0,0.0
96,24/01/2020,Anhui,Mainland China,24/01/2020,15.0,0.0,0.0
97,24/01/2020,Fujian,Mainland China,24/01/2020,10.0,0.0,0.0
98,24/01/2020,Henan,Mainland China,24/01/2020,9.0,0.0,0.0
99,24/01/2020,Jiangsu,Mainland China,24/01/2020,9.0,0.0,0.0
100,24/01/2020,Hainan,Mainland China,24/01/2020,8.0,0.0,0.0
101,24/01/2020,Tianjin,Mainland China,24/01/2020,8.0,0.0,0.0
102,24/01/2020,Yunnan,Mainland China,24/01/2020,5.0,0.0,0.0
103,24/01/2020,Shaanxi,Mainland China,24/01/2020,5.0,0.0,0.0
104,24/01/2020,Heilongjiang,Mainland China,24/01/2020,4.0,1.0,0.0
105,24/01/2020,Liaoning,Mainland China,24/01/2020,4.0,0.0,0.0
106,24/01/2020,Guizhou,Mainland China,24/01/2020,3.0,0.0,0.0
107,24/01/2020,Jilin,Mainland China,24/01/2020,3.0,0.0,0.0
108,24/01/2020,Taiwan,Taiwan,24/01/2020,3.0,0.0,0.0
109,24/01/2020,Ningxia,Mainland China,24/01/2020,2.0,0.0,0.0
110,24/01/2020,Hong Kong,Hong Kong,24/01/2020,2.0,0.0,0.0
111,24/01/2020,Macau,Macau,24/01/2020,2.0,0.0,0.0
112,24/01/2020,Hebei,Mainland China,24/01/2020,2.0,1.0,0.0
113,24/01/2020,Gansu,Mainland China,24/01/2020,2.0,0.0,0.0
114,24/01/2020,Xinjiang,Mainland China,24/01/2020,2.0,0.0,0.0
115,24/01/2020,Shanxi,Mainland China,24/01/2020,1.0,0.0,0.0
116,24/01/2020,Inner Mongolia,Mainland China,24/01/2020,1.0,0.0,0.0
117,24/01/2020,Qinghai,Mainland China,24/01/2020,0.0,0.0,0.0
118,24/01/2020,Washington,US,24/01/2020,1.0,0.0,0.0
119,24/01/2020,Chicago,US,24/01/2020,1.0,0.0,0.0
120,24/01/2020,,Japan,24/01/2020,2.0,0.0,0.0
121,24/01/2020,,Thailand,24/01/2020,5.0,0.0,0.0
122,24/01/2020,,South Korea,24/01/2020,2.0,0.0,0.0
123,24/01/2020,,Singapore,24/01/2020,3.0,0.0,0.0
124,24/01/2020,,Vietnam,24/01/2020,2.0,0.0,0.0
125,24/01/2020,,France,24/01/2020,2.0,0.0,0.0
126,25/01/2020,Hubei,Mainland China,25/01/2020,761.0,40.0,32.0
127,25/01/2020,Guangdong,Mainland China,25/01/2020,78.0,0.0,2.0
128,25/01/2020,Zhejiang,Mainland China,25/01/2020,62.0,0.0,1.0
129,25/01/2020,Chongqing,Mainland China,25/01/2020,57.0,0.0,0.0
130,25/01/2020,Hunan,Mainland China,25/01/2020,43.0,0.0,0.0
131,25/01/2020,Beijing,Mainland China,25/01/2020,41.0,0.0,2.0
132,25/01/2020,Anhui,Mainland China,25/01/2020,39.0,0.0,0.0
133,25/01/2020,Shanghai,Mainland China,25/01/2020,33.0,0.0,1.0
134,25/01/2020,Henan,Mainland China,25/01/2020,32.0,0.0,0.0
135,25/01/2020,Sichuan,Mainland China,25/01/2020,28.0,0.0,0.0
136,25/01/2020,Shandong,Mainland China,25/01/2020,27.0,0.0,0.0
137,25/01/2020,Guangxi,Mainland China,25/01/2020,23.0,0.0,0.0
138,25/01/2020,Hainan,Mainland China,25/01/2020,19.0,0.0,0.0
139,25/01/2020,Jiangxi,Mainland China,25/01/2020,18.0,0.0,0.0
140,25/01/2020,Fujian,Mainland China,25/01/2020,18.0,0.0,0.0
141,25/01/2020,Jiangsu,Mainland China,25/01/2020,18.0,0.0,1.0
142,25/01/2020,Liaoning,Mainland China,25/01/2020,17.0,0.0,0.0
143,25/01/2020,Shaanxi,Mainland China,25/01/2020,15.0,0.0,0.0
144,25/01/2020,Yunnan,Mainland China,25/01/2020,11.0,0.0,0.0
145,25/01/2020,Tianjin,Mainland China,25/01/2020,10.0,0.0,0.0
146,25/01/2020,Heilongjiang,Mainland China,25/01/2020,9.0,1.0,0.0
147,25/01/2020,Hebei,Mainland China,25/01/2020,8.0,1.0,0.0
148,25/01/2020,Inner Mongolia,Mainland China,25/01/2020,7.0,0.0,0.0
149,25/01/2020,Shanxi,Mainland China,25/01/2020,6.0,0.0,0.0
150,25/01/2020,Hong Kong,Hong Kong,25/01/2020,5.0,0.0,0.0
151,25/01/2020,Guizhou,Mainland China,25/01/2020,4.0,0.0,0.0
152,25/01/2020,Jilin,Mainland China,25/01/2020,4.0,0.0,0.0
153,25/01/2020,Gansu,Mainland China,25/01/2020,4.0,0.0,0.0
154,25/01/2020,Ningxia,Mainland China,25/01/2020,3.0,0.0,0.0
155,25/01/2020,Taiwan,Taiwan,25/01/2020,3.0,0.0,0.0
156,25/01/2020,Xinjiang,Mainland China,25/01/2020,3.0,0.0,0.0
157,25/01/2020,Macau,Macau,25/01/2020,2.0,0.0,0.0
158,25/01/2020,Qinghai,Mainland China,25/01/2020,1.0,0.0,0.0
159,25/01/2020,Washington,US,25/01/2020,1.0,0.0,0.0
160,25/01/2020,Illinois,US,25/01/2020,1.0,0.0,0.0
161,25/01/2020,,Japan,25/01/2020,2.0,0.0,0.0
162,25/01/2020,,Thailand,25/01/2020,7.0,0.0,0.0
163,25/01/2020,,South Korea,25/01/2020,2.0,0.0,0.0
164,25/01/2020,,Singapore,25/01/2020,3.0,0.0,0.0
165,25/01/2020,,Vietnam,25/01/2020,2.0,0.0,0.0
166,25/01/2020,,France,25/01/2020,3.0,0.0,0.0
167,25/01/2020,,Australia,25/01/2020,4.0,0.0,0.0
168,25/01/2020,,Nepal,25/01/2020,1.0,0.0,0.0
169,25/01/2020,,Malaysia,25/01/2020,3.0,0.0,0.0
170,26/01/2020,Hubei,Mainland China,26/01/2020,1058.0,52.0,42.0
171,26/01/2020,Guangdong,Mainland China,26/01/2020,111.0,0.0,2.0
172,26/01/2020,Zhejiang,Mainland China,26/01/2020,104.0,0.0,1.0
173,26/01/2020,Henan,Mainland China,26/01/2020,83.0,1.0,0.0
174,26/01/2020,Chongqing,Mainland China,26/01/2020,75.0,0.0,0.0
175,26/01/2020,Hunan,Mainland China,26/01/2020,69.0,0.0,0.0
176,26/01/2020,Beijing,Mainland China,26/01/2020,68.0,0.0,2.0
177,26/01/2020,Anhui,Mainland China,26/01/2020,60.0,0.0,0.0
178,26/01/2020,Shandong,Mainland China,26/01/2020,46.0,0.0,0.0
179,26/01/2020,Sichuan,Mainland China,26/01/2020,44.0,0.0,0.0
180,26/01/2020,Shanghai,Mainland China,26/01/2020,40.0,1.0,1.0
181,26/01/2020,Guangxi,Mainland China,26/01/2020,36.0,0.0,0.0
182,26/01/2020,Jiangxi,Mainland China,26/01/2020,36.0,0.0,0.0
183,26/01/2020,Fujian,Mainland China,26/01/2020,35.0,0.0,0.0
184,26/01/2020,Jiangsu,Mainland China,26/01/2020,33.0,0.0,1.0
185,26/01/2020,Hainan,Mainland China,26/01/2020,22.0,0.0,0.0
186,26/01/2020,Shaanxi,Mainland China,26/01/2020,22.0,0.0,0.0
187,26/01/2020,Liaoning,Mainland China,26/01/2020,21.0,0.0,0.0
188,26/01/2020,Yunnan,Mainland China,26/01/2020,16.0,0.0,0.0
189,26/01/2020,Heilongjiang,Mainland China,26/01/2020,15.0,1.0,0.0
190,26/01/2020,Tianjin,Mainland China,26/01/2020,14.0,0.0,0.0
191,26/01/2020,Hebei,Mainland China,26/01/2020,13.0,1.0,0.0
192,26/01/2020,Shanxi,Mainland China,26/01/2020,9.0,0.0,0.0
193,26/01/2020,Hong Kong,Hong Kong,26/01/2020,8.0,0.0,0.0
194,26/01/2020,Inner Mongolia,Mainland China,26/01/2020,7.0,0.0,0.0
195,26/01/2020,Gansu,Mainland China,26/01/2020,7.0,0.0,0.0
196,26/01/2020,Guizhou,Mainland China,26/01/2020,5.0,0.0,0.0
197,26/01/2020,Macau,Macau,26/01/2020,5.0,0.0,0.0
198,26/01/2020,Ningxia,Mainland China,26/01/2020,4.0,0.0,0.0
199,26/01/2020,Jilin,Mainland China,26/01/2020,4.0,0.0,0.0
200,26/01/2020,Taiwan,Taiwan,26/01/2020,4.0,0.0,0.0
201,26/01/2020,Xinjiang,Mainland China,26/01/2020,4.0,0.0,0.0
202,26/01/2020,Qinghai,Mainland China,26/01/2020,1.0,0.0,0.0
203,26/01/2020,Washington,US,26/01/2020,1.0,0.0,0.0
204,26/01/2020,Illinois,US,26/01/2020,1.0,0.0,0.0
205,26/01/2020,California,US,26/01/2020,2.0,0.0,0.0
206,26/01/2020,Arizona,US,26/01/2020,1.0,0.0,0.0
207,26/01/2020,,Japan,26/01/2020,4.0,0.0,1.0
208,26/01/2020,,Thailand,26/01/2020,8.0,0.0,2.0
209,26/01/2020,,South Korea,26/01/2020,3.0,0.0,0.0
210,26/01/2020,,Singapore,26/01/2020,4.0,0.0,0.0
211,26/01/2020,,Vietnam,26/01/2020,2.0,0.0,0.0
212,26/01/2020,,France,26/01/2020,3.0,0.0,0.0
213,26/01/2020,,Australia,26/01/2020,4.0,0.0,0.0
214,26/01/2020,,Nepal,26/01/2020,1.0,0.0,0.0
215,26/01/2020,,Malaysia,26/01/2020,4.0,0.0,0.0
216,26/01/2020,Ontario,Canada,26/01/2020,1.0,0.0,0.0
217,27/01/2020,Hubei,Mainland China,27/01/2020,1423.0,76.0,45.0
218,27/01/2020,Guangdong,Mainland China,27/01/2020,151.0,0.0,4.0
219,27/01/2020,Zhejiang,Mainland China,27/01/2020,128.0,0.0,1.0
220,27/01/2020,Henan,Mainland China,27/01/2020,128.0,1.0,0.0
221,27/01/2020,Chongqing,Mainland China,27/01/2020,110.0,0.0,0.0
222,27/01/2020,Hunan,Mainland China,27/01/2020,100.0,0.0,0.0
223,27/01/2020,Beijing,Mainland China,27/01/2020,80.0,1.0,2.0
224,27/01/2020,Shandong,Mainland China,27/01/2020,75.0,0.0,0.0
225,27/01/2020,Jiangxi,Mainland China,27/01/2020,72.0,0.0,2.0
226,27/01/2020,Anhui,Mainland China,27/01/2020,70.0,0.0,0.0
227,27/01/2020,Sichuan,Mainland China,27/01/2020,69.0,0.0,0.0
228,27/01/2020,Fujian,Mainland China,27/01/2020,59.0,0.0,0.0
229,27/01/2020,Shanghai,Mainland China,27/01/2020,53.0,1.0,3.0
230,27/01/2020,Jiangsu,Mainland China,27/01/2020,47.0,0.0,1.0
231,27/01/2020,Guangxi,Mainland China,27/01/2020,46.0,0.0,0.0
232,27/01/2020,Shaanxi,Mainland China,27/01/2020,35.0,0.0,0.0
233,27/01/2020,Hainan,Mainland China,27/01/2020,33.0,1.0,0.0
234,27/01/2020,Liaoning,Mainland China,27/01/2020,27.0,0.0,0.0
235,27/01/2020,Yunnan,Mainland China,27/01/2020,26.0,0.0,0.0
236,27/01/2020,Tianjin,Mainland China,27/01/2020,23.0,0.0,0.0
237,27/01/2020,Heilongjiang,Mainland China,27/01/2020,21.0,1.0,0.0
238,27/01/2020,Hebei,Mainland China,27/01/2020,18.0,1.0,0.0
239,27/01/2020,Gansu,Mainland China,27/01/2020,14.0,0.0,0.0
240,27/01/2020,Shanxi,Mainland China,27/01/2020,13.0,0.0,0.0
241,27/01/2020,Inner Mongolia,Mainland China,27/01/2020,11.0,0.0,0.0
242,27/01/2020,Hong Kong,Hong Kong,27/01/2020,8.0,0.0,0.0
243,27/01/2020,Guizhou,Mainland China,27/01/2020,7.0,0.0,0.0
244,27/01/2020,Ningxia,Mainland China,27/01/2020,7.0,0.0,0.0
245,27/01/2020,Jilin,Mainland China,27/01/2020,6.0,0.0,0.0
246,27/01/2020,Macau,Macau,27/01/2020,6.0,0.0,0.0
247,27/01/2020,Qinghai,Mainland China,27/01/2020,6.0,0.0,0.0
248,27/01/2020,Taiwan,Taiwan,27/01/2020,5.0,0.0,0.0
249,27/01/2020,Xinjiang,Mainland China,27/01/2020,5.0,0.0,0.0
250,27/01/2020,Washington,US,27/01/2020,1.0,0.0,0.0
251,27/01/2020,Illinois,US,27/01/2020,1.0,0.0,0.0
252,27/01/2020,California,US,27/01/2020,2.0,0.0,0.0
253,27/01/2020,Arizona,US,27/01/2020,1.0,0.0,0.0
254,27/01/2020,,Japan,27/01/2020,4.0,0.0,1.0
255,27/01/2020,,Thailand,27/01/2020,8.0,0.0,2.0
256,27/01/2020,,South Korea,27/01/2020,4.0,0.0,0.0
257,27/01/2020,,Singapore,27/01/2020,5.0,0.0,0.0
258,27/01/2020,,Vietnam,27/01/2020,2.0,0.0,0.0
259,27/01/2020,,France,27/01/2020,3.0,0.0,0.0
260,27/01/2020,,Nepal,27/01/2020,1.0,0.0,0.0
261,27/01/2020,,Malaysia,27/01/2020,4.0,0.0,0.0
262,27/01/2020,Ontario,Canada,27/01/2020,1.0,0.0,0.0
263,27/01/2020,,Cambodia,27/01/2020,1.0,0.0,0.0
264,27/01/2020,,Sri Lanka,27/01/2020,1.0,0.0,0.0
265,27/01/2020,,Ivory Coast,27/01/2020,1.0,0.0,0.0
266,27/01/2020,New South Wales,Australia,27/01/2020,4.0,0.0,0.0
267,27/01/2020,Victoria,Australia,27/01/2020,1.0,0.0,0.0
268,28/01/2020,Hubei,Mainland China,28/01/2020,3554.0,125.0,80.0
269,28/01/2020,Guangdong,Mainland China,28/01/2020,207.0,0.0,4.0
270,28/01/2020,Zhejiang,Mainland China,28/01/2020,173.0,0.0,3.0
271,28/01/2020,Henan,Mainland China,28/01/2020,168.0,1.0,0.0
272,28/01/2020,Hunan,Mainland China,28/01/2020,143.0,0.0,0.0
273,28/01/2020,Chongqing,Mainland China,28/01/2020,132.0,0.0,0.0
274,28/01/2020,Jiangxi,Mainland China,28/01/2020,109.0,0.0,3.0
275,28/01/2020,Anhui,Mainland China,28/01/2020,106.0,0.0,0.0
276,28/01/2020,Shandong,Mainland China,28/01/2020,95.0,0.0,0.0
277,28/01/2020,Beijing,Mainland China,28/01/2020,91.0,1.0,4.0
278,28/01/2020,Sichuan,Mainland China,28/01/2020,90.0,0.0,0.0
279,28/01/2020,Fujian,Mainland China,28/01/2020,80.0,0.0,0.0
280,28/01/2020,Jiangsu,Mainland China,28/01/2020,70.0,0.0,1.0
281,28/01/2020,Shanghai,Mainland China,28/01/2020,66.0,1.0,4.0
282,28/01/2020,Guangxi,Mainland China,28/01/2020,51.0,0.0,2.0
283,28/01/2020,Shaanxi,Mainland China,28/01/2020,46.0,0.0,0.0
284,28/01/2020,Yunnan,Mainland China,28/01/2020,44.0,0.0,0.0
285,28/01/2020,Hainan,Mainland China,28/01/2020,40.0,1.0,0.0
286,28/01/2020,Liaoning,Mainland China,28/01/2020,34.0,0.0,0.0
287,28/01/2020,Hebei,Mainland China,28/01/2020,33.0,1.0,0.0
288,28/01/2020,Heilongjiang,Mainland China,28/01/2020,33.0,1.0,0.0
289,28/01/2020,Shanxi,Mainland China,28/01/2020,27.0,0.0,0.0
290,28/01/2020,Tianjin,Mainland China,28/01/2020,24.0,0.0,0.0
291,28/01/2020,Gansu,Mainland China,28/01/2020,19.0,0.0,0.0
292,28/01/2020,Inner Mongolia,Mainland China,28/01/2020,15.0,0.0,0.0
293,28/01/2020,Ningxia,Mainland China,28/01/2020,11.0,0.0,0.0
294,28/01/2020,Xinjiang,Mainland China,28/01/2020,10.0,0.0,0.0
295,28/01/2020,Guizhou,Mainland China,28/01/2020,9.0,0.0,0.0
296,28/01/2020,Jilin,Mainland China,28/01/2020,8.0,0.0,0.0
297,28/01/2020,Taiwan,Taiwan,28/01/2020,8.0,0.0,0.0
298,28/01/2020,Hong Kong,Hong Kong,28/01/2020,8.0,0.0,0.0
299,28/01/2020,Macau,Macau,28/01/2020,7.0,0.0,0.0
300,28/01/2020,Qinghai,Mainland China,28/01/2020,6.0,0.0,0.0
301,28/01/2020,Washington,US,28/01/2020,1.0,0.0,0.0
302,28/01/2020,Illinois,US,28/01/2020,1.0,0.0,0.0
303,28/01/2020,California,US,28/01/2020,2.0,0.0,0.0
304,28/01/2020,Arizona,US,28/01/2020,1.0,0.0,0.0
305,28/01/2020,,Japan,28/01/2020,7.0,0.0,1.0
306,28/01/2020,,Thailand,28/01/2020,14.0,0.0,5.0
307,28/01/2020,,South Korea,28/01/2020,4.0,0.0,0.0
308,28/01/2020,,Singapore,28/01/2020,7.0,0.0,0.0
309,28/01/2020,,Vietnam,28/01/2020,2.0,0.0,0.0
310,28/01/2020,,France,28/01/2020,4.0,0.0,0.0
311,28/01/2020,,Nepal,28/01/2020,1.0,0.0,0.0
312,28/01/2020,,Malaysia,28/01/2020,4.0,0.0,0.0
313,28/01/2020,Ontario,Canada,28/01/2020,1.0,0.0,0.0
314,28/01/2020,British Columbia,Canada,28/01/2020,1.0,0.0,0.0
315,28/01/2020,,Cambodia,28/01/2020,1.0,0.0,0.0
316,28/01/2020,,Sri Lanka,28/01/2020,1.0,0.0,0.0
317,28/01/2020,New South Wales,Australia,28/01/2020,4.0,0.0,0.0
318,28/01/2020,Victoria,Australia,28/01/2020,1.0,0.0,0.0
319,28/01/2020,Bavaria,Germany,28/01/2020,4.0,0.0,0.0
320,29/01/2020,Hubei,Mainland China,29/01/2020,3554.0,125.0,88.0
321,29/01/2020,Zhejiang,Mainland China,29/01/2020,296.0,0.0,3.0
322,29/01/2020,Guangdong,Mainland China,29/01/2020,277.0,0.0,5.0
323,29/01/2020,Hunan,Mainland China,29/01/2020,221.0,0.0,0.0
324,29/01/2020,Henan,Mainland China,29/01/2020,206.0,2.0,1.0
325,29/01/2020,Anhui,Mainland China,29/01/2020,152.0,0.0,2.0
326,29/01/2020,Chongqing,Mainland China,29/01/2020,147.0,0.0,1.0
327,29/01/2020,Shandong,Mainland China,29/01/2020,130.0,0.0,1.0
328,29/01/2020,Beijing,Mainland China,29/01/2020,111.0,1.0,4.0
329,29/01/2020,Jiangxi,Mainland China,29/01/2020,109.0,0.0,3.0
330,29/01/2020,Sichuan,Mainland China,29/01/2020,108.0,1.0,1.0
331,29/01/2020,Jiangsu,Mainland China,29/01/2020,99.0,0.0,1.0
332,29/01/2020,Shanghai,Mainland China,29/01/2020,96.0,1.0,5.0
333,29/01/2020,Fujian,Mainland China,29/01/2020,84.0,0.0,0.0
334,29/01/2020,Guangxi,Mainland China,29/01/2020,58.0,0.0,2.0
335,29/01/2020,Shaanxi,Mainland China,29/01/2020,56.0,0.0,0.0
336,29/01/2020,Yunnan,Mainland China,29/01/2020,55.0,0.0,0.0
337,29/01/2020,Hebei,Mainland China,29/01/2020,48.0,1.0,0.0
338,29/01/2020,Hainan,Mainland China,29/01/2020,43.0,1.0,0.0
339,29/01/2020,Liaoning,Mainland China,29/01/2020,39.0,0.0,1.0
340,29/01/2020,Heilongjiang,Mainland China,29/01/2020,38.0,1.0,0.0
341,29/01/2020,Tianjin,Mainland China,29/01/2020,27.0,0.0,0.0
342,29/01/2020,Shanxi,Mainland China,29/01/2020,27.0,0.0,1.0
343,29/01/2020,Gansu,Mainland China,29/01/2020,24.0,0.0,0.0
344,29/01/2020,Inner Mongolia,Mainland China,29/01/2020,16.0,0.0,0.0
345,29/01/2020,Xinjiang,Mainland China,29/01/2020,13.0,0.0,0.0
346,29/01/2020,Ningxia,Mainland China,29/01/2020,12.0,0.0,0.0
347,29/01/2020,Hong Kong,Hong Kong,29/01/2020,10.0,0.0,0.0
348,29/01/2020,Guizhou,Mainland China,29/01/2020,9.0,0.0,1.0
349,29/01/2020,Jilin,Mainland China,29/01/2020,9.0,0.0,0.0
350,29/01/2020,Taiwan,Taiwan,29/01/2020,8.0,0.0,0.0
351,29/01/2020,Macau,Macau,29/01/2020,7.0,0.0,0.0
352,29/01/2020,Qinghai,Mainland China,29/01/2020,6.0,0.0,0.0
353,29/01/2020,Washington,US,29/01/2020,1.0,0.0,0.0
354,29/01/2020,Illinois,US,29/01/2020,1.0,0.0,0.0
355,29/01/2020,California,US,29/01/2020,2.0,0.0,0.0
356,29/01/2020,Arizona,US,29/01/2020,1.0,0.0,0.0
357,29/01/2020,,Japan,29/01/2020,7.0,0.0,1.0
358,29/01/2020,,Thailand,29/01/2020,14.0,0.0,5.0
359,29/01/2020,,South Korea,29/01/2020,4.0,0.0,0.0
360,29/01/2020,,Singapore,29/01/2020,7.0,0.0,0.0
361,29/01/2020,,Vietnam,29/01/2020,2.0,0.0,0.0
362,29/01/2020,,France,29/01/2020,5.0,0.0,0.0
363,29/01/2020,,Nepal,29/01/2020,1.0,0.0,0.0
